appmag,distancefromearth,errdistance,colorindex,absolutemag,TargetClass
9.37,16.01,1.34,0.737,20.391956,1
6.33,8.56,0.68,1.21,15.992369,0
8.59,10.76,1.1,0.489,18.749062,1
9.59,4.49,1.04,0.57,17.85123,1
9.16,5.56,1.35,1.061,17.885374,0
9.29,0.62,1.05,1.416,13.251959,0
8.2,4.1,0.77,0.214,16.26392,1
9,6.32,1.32,0.903,18.003586,1
7.95,15.34,0.99,0.945,18.879128,1
8.77,2.98,0.86,1.08,16.141083,0
8.74,3.71,1.71,0.473,16.58687,1
5.42,7.86,0.68,1.556,14.897113,0
8.85,2.4,1.17,0.574,15.751057,0
9.07,1.11,1.2,1.14,14.296615,0
5.92,3.23,0.55,1.561,13.466013,0
6.4,8.94,0.83,1.029,16.156689,0
7.15,7.65,0.85,0.222,16.568308,1
8.97,5.12,1.34,0.86,17.51635,1
7.09,2.16,0.77,0.137,13.762269,0
5.86,3.42,0.65,-0.079,13.53013,0
8.35,14.33,0.98,0.55,19.131231,1
9.32,6.33,1.03,0.454,18.327019,1
7.2,4.69,0.91,0.986,15.555864,0
9.51,11.73,1.47,0.595,19.856491,1
8.61,2.97,1.63,1.064,15.973782,0
8.66,32.32,9.52,0.566,21.207357,1
8.2,5.02,1.02,1.183,16.703518,0
8.52,4.19,1.06,1.015,16.631071,0
7.21,5.43,1.07,1.122,15.884,0
6.07,0.1,0.56,0.389,6.07,0
9.68,9.53,1.39,0.502,19.575464,1
8.62,8.15,1.18,0.365,18.175789,1
7.86,1.57,0.95,1.419,13.8394985,0
9.01,2.93,1.29,0.101,16.344337,1
7.98,1.28,0.94,0.067,13.51605,1
7.95,9.93,1.95,0.654,17.934746,1
9.15,2.18,0.9,1.034,15.842282,1
8.51,22.51,1.49,0.73,20.271877,0
8.45,3.45,0.92,0.964,16.139095,0
9.2,8.35,1.16,0.811,18.808432,1
6.74,7.67,0.87,0.993,16.163977,1
8,2.84,1.19,1.034,15.266592,0
7.43,1.05,0.9,0.279,12.535946,0
5.32,10.26,0.57,-0.014,15.375738,1
7.28,10.73,0.99,0.493,17.432999,1
9.17,2.74,0.99,1.2,16.358753,0
9.33,3.34,1.16,1.068,16.948732,0
9.77,8.41,1.6,0.73,19.39398,1
7.6,3.27,1.05,1.14,15.172739,0
8.99,0.99,0.83,1.157,13.968176,0
7.15,71.01,0.78,0.936,21.406597,1
8.87,3.57,1.25,0.155,16.63334,1
5.52,57.63,0.64,0.551,19.323244,1
9.59,8.53,1.43,0.515,19.244745,1
8.63,9.66,1.22,0.663,18.554886,1
8.47,0.47,0.94,-0.18,11.83049,1
7.88,0.42,0.79,1.416,10.996246,0
8.8,19.11,1.13,0.71,20.206303,1
7.64,2.48,0.94,1.454,14.612258,0
8.9,10.19,1.29,0.675,18.94087,1
9.46,1.89,1.24,1.024,15.842309,0
8.51,2.15,0.85,1.005,15.172193,0
9.33,4.57,1.29,0.51,17.629581,1
9.75,0.28,1.51,0.42,11.98579,1
9.17,4.17,1.23,1.016,17.27068,1
8.13,2.08,0.7,1.238,14.720316,0
9.11,2.75,1.63,1.142,16.306664,0
9.24,1.99,1.22,0.133,15.734265,1
8.89,3.64,2.06,0.308,16.695507,1
6.66,6.75,0.82,1.199,15.806519,0
6.49,6.48,1.01,0.91,15.547874,0
9.32,7.11,1.37,0.929,18.579348,1
9.57,4.63,1.31,0.38,17.897903,1
8.45,2.38,1.07,1.053,15.332885,0
5.86,14.65,1.35,1.01,16.68919,1
6.01,8.56,1.17,0.203,15.672369,1
5.38,8.26,0.81,1.343,14.9649,0
9.25,1.18,1.17,1.403,14.60941,0
7.67,4.02,0.91,0.95,15.691131,0
9.56,14.86,1.38,0.66,20.420094,1
7.53,4.28,0.87,1.129,15.68722,0
8.27,4.91,0.77,1.169,16.725409,0
6.98,4.97,0.6,1.378,15.461781,0
9.11,5.24,3.28,0.79,17.706657,1
7.34,4.39,1,1.131,15.552322,0
8.8,10.59,1.28,0.537,18.92448,1
7.91,4.08,0.79,1.045,15.963301,0
8.76,-0.82,0.91,1.483,13.329069,0
7.78,7.56,1.37,0.411,17.17261,1
7.76,3.54,1.21,1.293,15.505016,0
8.05,7.6,1.01,0.364,17.454067,1
9.42,4.76,2.01,1.565,17.808035,0
8.86,2.26,1.35,1.141,15.630542,0
8.16,13.48,1.03,0.661,18.808449,1
7.7,3.29,0.98,1.467,15.285979,0
8.27,1.87,0.77,1.608,14.629209,0
9.34,8.16,1.21,0.543,18.89845,1
8.19,11.8,0.93,0.515,18.54941,1
8.93,3.49,1.21,0.377,16.644127,1
9.78,7.92,1.66,0.515,19.273624,1
8.84,8.04,1.01,0.412,18.36628,1
9.12,1.35,0.87,1.077,14.771669,0
8.73,3.17,1.19,1.01,16.235296,0
7.36,4.25,0.72,0.993,15.5019455,0
8.94,8.68,1.23,0.507,18.632599,1
7.94,16.94,0.61,0.522,19.084566,1
9.1,8.02,1.74,0.651,18.620872,1
8.62,5.81,1.9,1.007,17.44088,0
8.08,12.7,0.94,0.421,18.599018,1
9.27,9.9,1.23,0.543,19.248177,1
8.65,6.33,1.19,0.658,17.657019,1
6.09,7.62,0.51,1.176,15.499775,0
9.05,10.89,1.1,0.641,19.235138,1
8.78,7.72,0.97,0.44,18.218086,1
9.4,3.53,2.57,0.53,17.138874,1
8.33,3.61,0.92,0.1,16.117537,1
8.2,12.24,1.76,0.501,18.638908,1
7.35,11.35,0.88,0.681,17.62498,1
6.53,3.69,0.73,0.051,14.365131,1
9.46,2.1,1.54,0.58,16.071096,1
8.87,3.03,1.56,1.19,16.277214,0
6.77,23.97,0.97,0.468,18.66834,1
7.84,2.8,0.71,1.452,15.07579,0
8.65,-0.53,1.21,1.349,12.2713785,0
7.16,2.87,0.77,1.546,14.4494095,0
9.87,4.92,1.42,0.418,18.329826,1
8.39,4.95,1.03,0.912,16.863026,0
8.03,2.51,1.17,1.077,15.028368,0
7.89,1.59,1.03,1.375,13.896986,0
8.98,3.5,1.31,0.98,16.70034,1
8.94,3.53,1.23,1.254,16.678873,0
7.84,3.27,0.97,0.896,15.412739,0
6.35,5.29,0.78,1.608,14.967278,0
6.8,1.44,0.6,1.63,12.591812,0
4.74,9.2,1.06,-0.098,14.558939,1
8.67,2.65,0.94,1.015,15.78623,0
8.65,5.23,1.17,1.099,17.242508,0
4.48,3.6,0.82,-0.069,12.261513,0
9.08,6.93,1.19,0.567,18.283667,1
9.51,13.04,2.32,0.677,20.08639,1
8.12,12.57,1.08,0.607,18.616676,1
9.06,1.06,0.94,1.688,14.186529,0
8.93,2.91,1.03,1.156,16.249466,0
9.2,11.52,1.55,0.665,19.507263,1
6.33,18.04,0.79,1.02,17.611183,1
8.83,5.64,1.05,0.468,17.586395,1
9.48,5.3,1.35,0.6,18.10138,1
8.96,13.5,1.29,0.544,19.61167,1
6.37,5.13,0.59,-0.081,14.920587,1
8.88,4.86,1.29,0.996,17.31318,0
9.33,7.56,0.95,0.5,18.722609,1
8.12,2.45,0.93,1.205,15.06583,0
9.36,19.65,1.47,0.928,20.826813,1
8.7,1.3,0.77,1.33,14.269716,0
8.59,22.53,0.91,0.769,20.353806,1
7.06,4.91,1.09,1.427,15.515408,0
8.81,8.31,0.78,0.67,18.408005,1
9.59,3.26,1.37,0.407,17.15609,1
9.1,3.83,1.17,1.169,17.015995,1
8.92,13.53,1.28,0.578,19.576488,1
8.93,0.95,0.79,1.025,13.818619,0
8.41,2.53,1.15,1.342,15.425602,0
7.78,4.14,0.89,1.047,15.865002,0
6.32,6.04,0.75,1.419,15.225185,0
7.04,36.18,1.02,0.624,19.832344,1
9.32,6.62,1.43,0.379,18.42429,1
7.58,4.34,0.88,0.913,15.767448,0
9.46,7.58,1.16,0.631,18.858345,1
8.67,2.52,1.1,1.157,15.677003,0
6.24,9.58,0.95,0.98,16.146828,1
8.88,1.79,1.24,1.047,15.144265,1
7.88,2.94,0.85,1.287,15.221737,0
9.47,7.45,1.36,0.685,18.830782,1
9.5,-0.18,1.34,1.147,10.776362,0
6.49,4.63,0.54,0.983,14.817904,0
8.46,3.31,1.14,0.98,16.05914,0
6.14,8.91,0.75,0.962,15.889389,0
6.16,8.53,0.83,1.102,15.814745,0
8.5,6.69,0.8,0.447,17.62713,1
6.89,3.34,0.57,1.36,14.508732,0
7.74,1.5,0.88,1.406,13.620456,0
6.11,1.94,1.12,0.159,12.549009,0
9.32,3.89,1.25,0.625,17.269749,1
7.81,4.32,0.95,1.137,15.987419,0
8.81,3.86,1.18,0.54,16.742937,1
6.28,8.4,0.71,0.897,15.901396,0
9.96,-0.79,1.91,0.388,14.448135,1
7.82,6.29,0.87,1.102,16.813253,0
8.65,1.64,1.02,1.221,14.724218,0
9.44,1.92,1.45,1.094,15.856506,0
4.83,8.02,0.65,1.216,14.350872,0
6.62,7.33,0.82,0.9,15.945519,0
8.97,11.56,1.31,0.674,19.28479,1
8.12,3.13,0.99,1.176,15.597722,0
8.95,3.96,1.35,0.443,16.938477,1
7.47,5.94,0.9,0.925,16.338932,0
5.97,3.86,0.98,1.584,13.902937,0
8.81,7.5,1.2,0.549,18.185307,1
5.84,15.35,0.74,1,16.770542,0
7.24,3.76,1.88,1.167,15.115939,0
8.72,3.68,0.92,1.192,16.54924,1
4.72,16.89,0.56,1.047,15.858149,0
8.2,8.59,0.86,0.837,17.869965,1
6.81,6.18,0.52,1.26,15.764942,0
4.59,13.19,0.67,0.953,15.191224,0
7.51,5.66,0.82,1.112,16.274082,1
12.2,14.47,3.89,1.294,23.002342,1
7.74,4.91,0.95,1.172,16.195408,0
6.03,4.52,0.87,1.525,14.305693,0
9.73,7.98,1.22,1.056,19.240013,0
7.92,12.64,0.8,0.508,18.428736,1
8.55,1.38,1.06,1.212,14.249395,1
7.72,1.53,0.85,0.056,13.643457,0
8.41,3.88,2.01,0.486,16.354158,1
8.89,16.87,1.39,0.774,20.025578,1
6.77,7.07,0.92,0.097,16.017097,1
6.41,2.17,0.63,0.998,13.0922985,0
7.78,3.24,0.85,0.105,15.332726,1
9.74,19.99,1.06,0.905,21.244064,1
8.62,4.44,1.16,1.039,16.856915,0
7.02,4.6,0.57,1.032,15.33379,0
7.57,18.03,1.04,0.468,18.84998,1
9.15,5.29,1.23,0.402,17.767277,1
6.6,19.99,0.79,0.526,18.104063,1
7.78,30.58,1.08,0.664,20.207188,1
8.77,28.63,1.12,0.78,21.054108,1
9.25,-1.21,1.4,1.397,14.663927,0
8.98,4.23,1.38,0.483,17.111702,1
8.08,4.57,0.82,1.068,16.379581,0
8.94,-0.32,1.13,-0.054,11.46575,1
7.09,6.89,0.76,0.969,16.281096,0
6.41,10.26,0.67,1.188,16.465736,0
8.47,2.28,1,1.537,15.259674,0
7.74,2.08,0.71,1.11,14.330317,0
9.31,12.96,0.88,0.603,19.873026,1
7.45,20.45,0.99,0.617,19.003468,1
8.62,1.54,1.01,0.94,14.557604,0
7.23,5.5,0.99,1.092,15.931812,0
12.04,27.77,3.55,1.453,24.25788,1
8.32,9.71,0.85,0.591,18.256096,1
6.78,1.78,0.81,1.491,13.032101,0
9.02,21.72,1.37,0.745,20.7043,1
5.42,6.04,0.79,1.311,14.325185,0
6.05,7.55,1.22,-0.024,15.439735,1
10.08,4.62,1.68,0.407,18.40321,1
7.34,5.54,0.92,1.122,16.057549,0
9.35,3.91,1.56,0.41,17.310884,1
10.01,7.07,1.66,0.635,19.257097,1
10.22,4.3,1.52,0.05,18.387342,1
9.99,-0.41,1.55,1.044,13.053919,0
7.69,1.02,0.98,1.004,12.733001,1
9.26,1.63,1.28,1.068,15.320938,0
9.91,2.46,1.19,0.449,16.864676,1
9.27,7.87,1.31,0.673,18.749874,1
8.66,2.04,0.82,1.036,15.208151,0
8.3,4.52,1.17,1.381,16.575691,0
7.77,9.25,1.02,0.231,17.600708,1
7.89,4.43,0.95,1.011,16.122019,1
8.87,0.58,1.07,0.889,12.6871395,0
8.95,2.68,1.16,1.036,16.090673,0
8.26,2.86,0.75,1.075,15.54183,0
8.09,6.63,1.13,0.749,17.197567,1
10.26,-1.75,2.55,0.101,16.475191,1
6.66,11.16,1.08,0.24,16.898321,1
5.2,17.62,0.86,0.271,16.43003,0
8.36,2.62,1.06,0.836,15.451507,0
8.75,5.83,1.02,0.401,17.578342,1
7.7,3.84,0.92,1.066,15.621656,0
8.23,6.14,1.13,0.513,17.170841,1
7.31,1.61,0.9,1.22,13.34413,0
7.55,5.66,0.98,1.24,16.314083,0
8.51,6.45,1.17,0.446,17.557798,1
8.75,13.17,0.85,0.499,19.347929,1
8.78,11.36,5.31,0.529,19.056892,1
9.43,7.19,1.26,0.568,18.713646,1
9.21,3.51,0.97,1.328,16.936535,0
9.67,10.99,1.73,0.45,19.874989,1
7.14,19.09,0.92,0.593,18.54403,1
5.87,1.57,1.67,1.073,11.849499,0
7.52,5.62,0.64,0.842,16.268682,0
6.46,10.15,0.49,0.107,16.492329,1
7.27,3.56,0.84,1.435,15.02725,0
6.91,16.79,0.57,0.378,18.035254,1
8.98,3.54,1.3,0.569,16.725016,1
6.86,6.5,0.83,0.897,15.924568,1
8.87,9.11,1.35,0.476,18.667591,1
9.69,1.81,1.24,0.894,15.978392,1
5.94,15.01,0.71,0.297,16.821903,1
7.3,11.41,0.98,0.264,17.58643,1
8.84,8.49,0.96,0.759,18.484539,1
5.78,11.29,0.92,1.084,16.04347,0
8.91,1.77,1.49,1.592,15.149866,0
6.19,9.89,0.98,0.937,16.165981,0
5.74,134.04,0.86,0.89,21.376171,1
8.69,4.11,1.04,1.212,16.759209,0
8.91,5.9,1.19,0.905,17.76426,1
8.86,2.14,1.3,1.07,15.512069,1
5.97,6.23,0.8,1.015,14.94244,0
9.43,1.52,1.51,0.47,15.339218,1
8.42,0.56,1.04,1.048,12.16094,0
9.37,4.33,1.22,1.018,17.55244,0
8.55,2.18,1.38,1.179,15.242283,0
8.62,2.53,1.08,0.877,15.635603,0
7.79,39.16,1.11,0.832,20.754211,1
11.25,-1.98,2.61,0.218,17.733326,1
7.85,6.06,0.7,1.186,16.762363,1
5.42,13.22,0.64,1.03,16.026157,0
9.45,4.27,1.35,0.381,17.602139,1
7.34,2.38,0.93,1.483,14.222885,0
9.08,8.85,1.12,0.526,18.814716,1
9.31,6.51,1.2,0.226,18.377907,1
9.65,3.05,1.65,1.2,17.071499,0
9.22,6.86,0.9,0.368,18.40162,1
9.53,9.32,6.16,0.785,19.377079,1
3.41,13.94,0.64,1.542,14.131313,0
8.17,8.3,1.08,0.361,17.76539,1
9.62,26.64,1.4,1.128,21.747671,1
9.06,6.43,1.25,0.404,18.101055,1
7.59,6.41,0.89,0.972,16.62429,0
9.03,3.85,1.46,1.263,16.957304,0
6.39,12.01,0.84,1.143,16.787716,0
9.06,1.28,4.29,0.57,14.59605,1
8.86,9.46,1.18,0.66,18.739456,1
8.49,5.7,0.88,0.279,17.269375,0
9.6,25.59,1.39,0.958,21.640352,1
5.93,8.68,0.71,1.037,15.622599,0
9,1.88,0.82,1.393,15.37079,0
7.46,3.8,0.89,1.214,15.358918,0
9.18,0.46,1.24,1.168,12.49379,0
8.16,2.48,1.17,0.909,15.132257,0
8.02,4.4,0.86,0.97,16.237263,0
8.03,9.53,1.19,0.515,17.925465,0
7.39,5.84,0.92,1.074,16.222065,0
10.03,3.31,1.41,0.493,17.629139,1
9.8,5.68,1.44,0.406,18.571743,1
8.99,1.22,1.14,1.704,14.421799,0
6.94,0.22,0.78,0.059,8.652113,0
7.45,34.3,0.89,0.726,20.126469,1
7.56,13.5,4.6,0.676,18.21167,1
7.89,6.87,1.2,1.115,17.074783,0
7.43,8.34,1.04,0.325,17.03583,0
9.13,8.77,2.31,0.514,18.844997,1
8.8,6.35,1.05,0.325,17.81387,1
7.39,2.53,0.57,-0.018,14.405602,1
9.38,6.04,1.21,0.338,18.285185,1
10.1,3.94,1.55,0.573,18.07748,1
8.29,5.67,0.98,0.911,17.057915,1
9.32,4.32,1.37,0.549,17.497417,1
8.85,2.62,1.16,1.113,15.941507,0
7.8,4.02,0.82,0.363,15.821131,0
9.15,2.56,1.17,0.972,16.1912,1
8.15,6.15,1,0.425,17.094376,1
6.95,8.7,0.85,0.561,16.647594,1
7.95,3.52,0.93,1.415,15.682713,0
9.68,3.53,1.42,0.326,17.418875,1
8.55,1.78,1.18,1.341,14.8021,0
8.17,4.72,1.16,0.995,16.539711,0
8.54,1.65,1.08,1.101,14.62742,0
9.12,8.1,1.18,0.666,18.662426,1
7.75,4.71,0.89,1.152,16.115105,0
8.84,2.31,1.44,1.05,15.65806,0
10.84,-1.34,1.51,1.1,16.475525,0
7.83,1.88,0.84,1.215,14.200789,0
6.75,8.41,0.68,0.444,16.37398,1
7.57,3.09,0.82,1.302,15.019793,0
5.13,14.83,0.86,0.071,15.985705,1
7.44,6.1,0.67,0.443,16.36665,1
4.77,15.54,0.82,0.998,15.727255,0
6.9,4.84,0.54,0.01,15.324226,0
7.83,1.12,0.83,1.311,13.07609,0
6.84,6.28,0.93,0.989,15.829799,0
7.8,2.69,0.95,1.205,14.948762,0
8.02,34.52,1.04,0.87,20.710354,1
9.7,8.82,1.54,0.624,19.427341,1
6.92,3.62,0.98,1.289,14.713543,0
9.47,8.41,1.17,0.563,19.093979,1
9.66,3.53,1.48,0.47,17.398874,1
6.06,11.89,0.67,0.446,16.43591,1
8.52,16.26,0.98,0.687,19.575603,1
6.2,23.87,0.65,0.404,18.089262,1
5.88,6.54,1,1.52,14.957889,0
8.6,18.51,1.19,0.763,19.937033,1
5.55,14.67,1.72,-0.048,16.382149,1
8.69,3.59,1.14,1.118,16.465473,0
7.37,4.73,0.58,1.08,15.744306,0
8.85,1.28,1.38,1.012,14.38605,0
9.54,3.37,0.88,0.484,17.17815,1
8.97,7.11,0.88,0.491,18.229347,1
6.75,6.97,0.88,1.015,15.966164,0
8.36,2.27,1.02,1.457,15.140129,0
8.32,7.95,1.05,0.501,17.821835,1
4.61,17.11,0.77,0.928,15.776251,0
9.33,2.8,1.22,0.15,16.56579,0
8.23,5.79,1.05,0.571,17.043392,1
7.97,4.3,0.7,0.986,16.137342,0
8.97,1.69,1.44,1.349,15.109434,0
9.01,1.44,0.98,1.122,14.801813,0
8.32,4.27,1.23,1.048,16.47214,0
9.17,2.17,1.36,0.331,15.852299,1
9.7,2.1,1.55,0.418,16.311096,1
7.37,28.54,0.84,0.653,19.64727,1
9.41,3.88,1.6,0.437,17.354158,1
9.18,2.16,1.59,0.981,15.852269,0
6.64,3.39,0.78,1.548,14.290998,0
8.59,3.96,0.88,0.416,16.578476,0
9.45,2.5,1.54,1.049,16.439701,0
8.26,-0.19,1.51,0.306,9.653769,0
6.2,17.86,0.88,0.459,17.459408,0
6.69,5.64,0.84,-0.078,15.446396,1
8.23,2.72,0.74,1.474,15.402843,0
7.24,1.96,0.57,1.39,13.701281,0
7.48,10.3,0.61,0.246,17.544188,0
8.27,7.77,2.24,0.517,17.722107,1
7.85,4.16,0.77,1.029,15.945467,0
9.52,4.4,1.07,0.19,17.737263,1
7.06,1.15,0.74,0.63,12.363489,0
9.71,5.46,0.99,0.52,18.395962,1
7.21,21.66,0.87,0.477,18.888294,1
7.78,8.38,0.73,1.085,17.396221,0
8.8,2.56,0.78,1.27,15.8412,0
7.84,14.21,1.19,0.654,18.60297,1
7.26,-0.02,0.74,1.92,3.7651498,0
8.92,-1.6,1.44,1.491,14.9406,0
8.26,4.01,1.09,1.194,16.275723,1
6.07,8.72,0.84,1.139,15.772583,0
9.05,2.36,1.09,0.342,15.91456,0
6.14,6.65,0.66,0.998,15.254108,1
8.64,8.57,1.23,0.476,18.304905,1
8.62,5.37,1.13,0.364,17.26987,1
11.52,9.78,3.14,1.38,21.471695,1
7,7.1,0.68,1.06,16.25629,0
9.52,3.67,1.45,0.44,17.34333,1
8.89,3.19,1.35,1.142,16.408955,0
6.12,9.31,0.9,1.076,15.964748,0
8.98,8.11,1.3,0.48,18.525105,1
8.82,5.29,1.26,1.219,17.437279,1
7.29,6.19,0.72,0.092,16.248453,1
9.04,6.58,2.55,0.36,18.13113,1
8.31,0.82,0.84,1.532,12.879069,0
9.5,18.1,1.47,0.931,20.788393,1
6.87,3.59,0.83,1.638,14.645473,0
7.7,27.28,0.96,0.691,19.879223,1
6.84,6.72,0.79,1.101,15.976847,0
7.94,3.1,0.85,0.051,15.396809,1
6.18,9.75,0.84,1.17,16.125023,0
6.57,5.22,1.22,0.056,15.158352,1
8.2,9.41,1.53,0.5,18.067947,1
6.37,5.54,0.74,1.141,15.087548,0
7.85,7.57,1.06,0.561,17.24548,1
7.85,2.34,0.94,1.61,14.696079,0
9.3,10.02,1.27,0.449,19.30434,1
8.6,16.82,2.26,0.612,19.72913,1
6.69,3.28,0.79,-0.026,14.269369,0
5.38,4.27,0.54,0.008,13.53214,0
8.81,5.36,1.04,1.13,17.455826,0
6.41,-0.17,0.66,1.081,7.5622444,0
7.88,5.58,5.72,0.571,16.61317,0
9.75,4.53,1.55,0.354,18.03049,1
10.14,3.22,2.78,0.42,17.67928,1
8.26,3.73,1.23,1.1,16.118546,0
8.02,1.83,0.86,0.072,14.332256,0
6.09,10.58,0.72,1.012,16.21243,0
4.99,4.41,0.62,-0.071,13.212193,0
7.02,2.12,0.84,1.666,13.65168,0
7.21,5.19,0.81,0.903,15.785836,0
8.66,2.27,0.97,0.957,15.440128,1
8.08,-1.59,1.15,1.127,14.086986,0
8.88,7.36,1.32,0.453,18.21439,1
8.45,4.11,1.1,0.415,16.519209,1
8.97,1.74,2.12,0.674,15.172747,0
9.04,8.98,0.93,0.546,18.806381,1
8.62,1.44,1.17,0.943,14.411812,0
8.85,3.21,1.21,1.039,16.382526,0
9.23,4.79,1.45,0.377,17.631678,1
6.99,4.33,0.78,1.428,15.17244,0
5.75,33.71,0.72,0.639,18.388794,1
9.14,1.88,1.28,1.245,15.51079,0
6.25,16.16,0.96,0.526,17.292206,1
8.01,7.14,1.01,0.988,17.278492,1
7.86,10.41,0.91,0.651,17.947254,1
8.34,3.84,1.12,0.945,16.261658,0
6.04,12.88,0.65,1.001,16.589579,1
7.82,2,0.87,1.376,14.3251505,1
9.06,4.72,1.07,0.43,17.42971,1
9.31,9.35,1.26,0.539,19.164059,1
7.33,10.92,0.64,0.444,17.521114,1
8.69,1.48,2.25,1.019,14.541308,0
9.64,13.68,1.38,0.817,20.32043,1
7.59,5.36,0.88,1.005,16.235825,1
6.43,5.76,0.67,0.838,15.232113,0
6.6,7.19,0.74,1.141,15.883644,0
7.68,2.87,1.15,1.549,14.96941,0
8.3,5.79,1.84,0.905,17.113392,1
8.44,9.13,1.12,0.289,18.242353,1
8.48,0.38,1.24,1.54,11.378918,0
9.31,1.66,1.41,1.285,15.410541,0
7.71,14.85,0.8,0.446,18.568632,1
9.11,3.45,1.33,0.978,16.799095,0
9.31,2.26,1.49,1.195,16.080544,0
5.57,12.55,0.62,1.052,16.06322,0
8.26,4.64,2.05,0.96,16.59259,1
8.88,4.92,1.18,1.031,17.339825,1
9.27,5.77,1.1,0.503,18.07588,1
7.59,3.82,0.62,1.341,15.500318,0
8.64,1.5,1.04,1.606,14.520456,0
8.76,18.13,1.01,0.602,20.05199,1
7.53,4.24,0.87,0.98,15.66683,0
8.28,4.03,0.91,0.148,16.306526,1
7.42,1.6,0.79,1.524,13.4406,0
8.41,13.02,1.01,0.53,18.983055,1
7.89,2.13,2.65,1.08,14.5318985,0
6.09,27.18,4.3,0.632,18.261248,1
7.61,3.45,0.66,1.185,15.299095,0
8.29,24.75,1.22,0.684,20.257877,1
8.02,17.12,1,0.667,19.18752,0
6.86,4.29,0.85,1.475,15.022287,0
8.79,-0.24,1.29,1.504,10.691056,0
9.22,0.64,0.93,1.428,13.2509,0
6.31,8.6,0.56,0.912,15.982492,0
9.49,4.92,3.74,1.232,17.949825,0
8.47,3.52,0.79,0.888,16.202713,0
4.82,12.22,0.59,0.864,15.255356,0
7.62,3.73,0.94,0.955,15.478544,0
9.21,6.04,1.17,0.795,18.115185,1
8.87,2.8,1.48,0.434,16.10579,1
5.41,5.94,0.73,1.226,14.278932,0
9.39,6.77,1.23,0.9,18.542944,1
6.99,23.8,0.86,0.9,18.872885,1
9.48,4.5,1.58,0.529,17.746063,1
8.75,1.81,1.09,1.168,15.038393,0
7.85,1.52,0.75,1.33,13.759218,0
5.64,11.24,0.55,0.078,15.893831,1
8.62,14.22,1.17,0.756,19.384499,0
7.84,3.22,0.69,1.03,15.37928,0
8.56,2.75,0.76,0.997,15.756664,0
9.23,1.06,1.29,0.91,14.356529,0
8.2,2.34,0.82,1.311,15.04608,0
5.92,7.35,0.73,1.327,15.251437,0
9.26,6.03,1.28,0.616,18.161587,1
7.62,2.6,0.61,1.297,14.694866,0
8.57,3.13,1.25,1.56,16.047722,0
8.92,1.59,0.84,1.106,14.926986,0
8.38,3.53,1.3,0.781,16.118874,0
9.86,2.3,1.46,0.157,16.668638,0
8.46,22.07,2.88,0.679,20.179012,1
6.25,4.06,0.6,1.634,14.29263,0
8.57,12.92,1.23,0.589,19.126312,1
8.45,7.37,1.16,0.435,17.787338,1
6.54,14.04,0.81,0.468,17.276836,1
8.34,4.09,0.71,0.246,16.398617,1
9.81,7.09,1.69,0.622,19.063232,1
7.8,0.15,0.9,1.634,8.680457,0
9.6,1.74,1.37,1.022,15.802746,0
8.51,6.98,3.27,0.391,17.729277,1
8.36,0.5,1.19,1.553,11.854849,0
8.85,2.74,1.37,0.935,16.038754,0
6.57,7.89,0.87,1.007,16.055386,0
7.72,2.41,1.05,1.487,14.630085,0
4.53,4.8,0.75,-0.136,12.936207,1
9.08,2.43,0.86,1.391,16.008032,0
7.73,4.76,0.86,1.138,16.118034,0
6.66,15.06,0.7,0.372,17.549126,1
8.15,16.84,1.03,0.543,19.281712,1
9.81,1.44,1,0.422,15.601812,1
8.51,10.6,1.04,0.623,18.636528,0
9.55,10.79,1.44,0.622,19.715107,1
8.7,2.05,1.29,1.091,15.258769,0
8.33,5.61,1.4,1.092,17.074814,0
5.99,9.79,0.92,1.034,15.943913,0
4.37,7.86,0.94,1.631,13.847113,0
7.18,5.59,0.87,0.932,15.917059,0
9.5,35.95,1.22,1.157,22.278494,1
9.6,6.46,2.41,0.5,18.651163,1
9.07,17.5,1.23,0.734,20.28519,1
8.83,5.7,1.16,0.479,17.609375,1
6.88,22.39,0.87,0.448,18.63027,1
8.43,1.87,1.16,0.952,14.789208,1
4.27,17.14,0.81,0.952,15.440054,0
6.07,2.51,0.97,1.661,13.068369,0
8.03,4.12,1.07,0.97,16.104485,0
10.16,4.45,1.71,0.53,18.4018,1
6.18,3.25,0.96,1.366,13.739416,0
8.11,2.3,1.19,0.89,14.918638,0
8.6,8.29,0.97,0.435,18.192772,1
6.28,6.59,0.71,0.05,15.374428,1
7.94,4.68,0.69,1.028,16.29123,0
9.24,3.75,1.32,0.497,17.110157,1
8,1.84,0.93,1.034,14.324089,0
7.61,2.86,0.83,1.285,14.89183,0
7.2,2.75,0.81,1.081,14.396664,0
9.03,3.65,1.01,1.146,16.841465,1
9.22,8.43,1.11,0.514,18.849136,1
9.27,8.65,1.23,0.465,18.95508,1
8.25,10.55,0.84,0.415,18.366262,1
8.65,7.85,1.11,0.502,18.124348,1
8.49,62.48,0.82,1.076,22.468704,1
7.57,9.38,0.56,0.507,17.431013,1
5.82,34.19,0.57,0.489,18.489496,1
8.95,6.12,1.33,0.4,17.883757,1
10.02,7.3,1.86,0.634,19.336615,1
9.28,0.97,0.98,1.181,14.213859,0
8.55,5.55,1.2,0.449,17.271465,0
9.05,0.28,1.09,1.561,11.2857895,0
6.91,3.11,0.74,1.12,14.373802,0
8.72,7.62,1.26,0.797,18.129776,1
10.89,33.53,5.29,1.47,23.517168,1
